Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Credit_Limit,Avg_Utilization_Ratio
0,39,F,1,College,Married,Less than $40K,Blue,22,3,3214.0,0.702
0,35,M,4,Graduate,Single,$60K - $80K,Blue,22,3,8717.0,0.082
0,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,2293.0,0.795
0,50,M,4,High School,Married,$80K - $120K,Blue,43,2,16748.0,0.144
0,58,F,0,Graduate,Single,Less than $40K,Blue,36,5,3008.0,0.837
0,49,M,2,High School,Married,$60K - $80K,Blue,38,5,5536.0,0.137
0,44,F,3,High School,Married,Less than $40K,Blue,31,3,4985.0,0.277
0,57,F,3,High School,Married,Less than $40K,Blue,39,3,2742.0,0.846
0,36,F,3,High School,Married,Less than $40K,Blue,27,4,3444.0,0.709
0,55,M,2,College,Married,$120K +,Blue,37,5,32641.0,0.048
0,45,M,5,Graduate,Married,$40K - $60K,Silver,39,3,15198.0,0.138
0,51,M,3,Uneducated,Married,$80K - $120K,Silver,37,1,34516.0,0.0
1,56,F,3,College,Single,Less than $40K,Blue,46,1,2272.0,0.594
0,50,F,1,High School,Single,Less than $40K,Blue,36,6,1560.0,0.638
0,48,M,2,High School,Married,$40K - $60K,Blue,42,2,8786.0,0.177
1,58,M,2,Uneducated,Single,$80K - $120K,Blue,52,1,3091.0,0.814
0,61,M,0,Post-Graduate,Married,Less than $40K,Blue,56,6,1438.3,0.0
0,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,2296.0,0.597
1,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,2468.0,0.0
0,46,M,4,Graduate,Married,$60K - $80K,Blue,35,5,1535.0,0.456
0,33,M,1,Graduate,Married,$60K - $80K,Blue,22,3,2859.0,0.88
1,49,M,3,Doctorate,Single,$40K - $60K,Blue,37,5,4354.0,0.0
0,47,F,1,Graduate,Married,Less than $40K,Blue,36,4,8322.0,0.0
1,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2477.0,0.0
0,49,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,5,5238.0,0.261
0,45,M,4,Uneducated,Married,$60K - $80K,Silver,33,5,25907.0,0.029
0,46,F,3,Uneducated,Married,Less than $40K,Blue,29,5,2228.0,0.65
0,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,5100.0,0.386
0,30,M,0,College,Married,$60K - $80K,Blue,25,2,19534.0,0.0
0,43,F,3,High School,Single,$40K - $60K,Blue,35,4,2297.0,0.455
0,49,M,3,College,Single,Less than $40K,Blue,38,5,7862.0,0.253
0,40,M,3,College,Divorced,$60K - $80K,Blue,34,3,19666.0,0.06
0,40,M,4,Post-Graduate,Single,$40K - $60K,Blue,30,6,4640.0,0.335
0,37,F,1,High School,Married,$40K - $60K,Blue,25,4,5865.0,0.429
0,49,F,2,High School,Single,Less than $40K,Blue,43,4,3538.0,0.0
0,41,F,4,High School,Single,Less than $40K,Blue,23,3,2787.0,0.737
0,44,F,5,Uneducated,Single,Less than $40K,Blue,36,1,7742.0,0.15
0,47,F,3,College,Married,Less than $40K,Blue,36,5,3300.0,0.763
0,45,F,4,High School,Married,Less than $40K,Blue,34,6,2484.0,0.621
0,46,F,4,Graduate,Married,Less than $40K,Blue,35,6,3072.0,0.524
0,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,1872.0,0.353
0,41,F,3,College,Single,$40K - $60K,Blue,22,5,2577.0,0.614
0,37,F,2,Uneducated,Single,$40K - $60K,Blue,27,1,3050.0,0.825
0,45,F,3,High School,Married,$40K - $60K,Blue,39,6,2851.0,0.0
0,56,F,1,Graduate,Married,Less than $40K,Blue,48,3,2464.0,0.728
0,55,M,1,Doctorate,Single,$60K - $80K,Blue,36,3,15221.0,0.077
0,41,F,3,Doctorate,Married,$40K - $60K,Silver,33,1,18266.0,0.045
0,47,F,2,Graduate,Married,$40K - $60K,Blue,36,5,2255.0,0.769
0,54,M,3,Graduate,Married,$80K - $120K,Blue,49,2,11114.0,0.223
0,54,F,4,High School,Married,Less than $40K,Blue,36,3,1594.0,0.885
0,35,M,1,High School,Married,$60K - $80K,Blue,21,5,6391.0,0.363
0,47,F,3,Post-Graduate,Married,Less than $40K,Blue,29,4,2897.0,0.22
0,45,M,2,College,Married,$80K - $120K,Blue,36,6,31625.0,0.0
0,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,2468.0,0.819
0,43,M,4,High School,Single,$80K - $120K,Blue,37,6,30503.0,0.083
0,42,M,3,High School,Single,$80K - $120K,Blue,36,4,21134.0,0.071
0,59,M,0,High School,Single,$80K - $120K,Blue,47,5,26812.0,0.056
0,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1438.3,0.788
0,41,F,2,Graduate,Single,Less than $40K,Blue,32,6,2250.0,0.941
0,30,F,2,Post-Graduate,Divorced,Less than $40K,Blue,36,3,2501.0,0.738
0,51,M,1,Graduate,Married,$80K - $120K,Blue,32,3,34516.0,0.045
0,50,F,2,Uneducated,Single,Less than $40K,Blue,45,4,1780.0,0.502
0,48,M,2,Graduate,Married,$80K - $120K,Blue,42,6,25658.0,0.067
0,26,M,1,College,Divorced,$40K - $60K,Blue,21,3,1438.3,0.0
1,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2791.0,0.858
0,32,F,0,High School,Divorced,Less than $40K,Blue,25,2,8851.0,0.198
0,53,M,1,Graduate,Married,$120K +,Blue,41,6,1612.0,0.462
0,36,F,3,Post-Graduate,Single,Less than $40K,Blue,23,6,2410.0,0.707
0,56,F,2,High School,Married,Less than $40K,Blue,43,1,2041.0,0.567
0,49,M,4,College,Divorced,$40K - $60K,Blue,43,3,1922.0,0.369
0,43,M,1,College,Married,$80K - $120K,Blue,23,5,14566.0,0.072
0,54,M,2,College,Married,$120K +,Blue,43,3,5657.0,0.304
1,40,F,4,Uneducated,Divorced,Less than $40K,Blue,35,2,4423.0,0.569
1,42,F,3,High School,Married,$40K - $60K,Blue,34,6,1585.0,0.871
0,34,M,3,Uneducated,Married,$80K - $120K,Blue,25,6,9131.0,0.1
0,48,F,5,College,Divorced,$40K - $60K,Blue,40,3,4365.0,0.0
1,36,F,2,Graduate,Married,Less than $40K,Blue,23,4,1666.0,0.488
1,61,M,2,Graduate,Married,$120K +,Blue,49,3,11374.0,0.221
1,41,M,4,High School,Married,Less than $40K,Blue,32,2,7769.0,0.0
1,42,M,2,Uneducated,Single,$60K - $80K,Blue,30,2,6414.0,0.0
0,39,M,1,Uneducated,Single,$80K - $120K,Blue,30,3,34516.0,0.06
0,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,2057.0,0.622
1,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,2760.0,0.0
1,52,M,2,High School,Married,$60K - $80K,Blue,40,3,23128.0,0.085
0,43,F,2,High School,Married,Less than $40K,Blue,37,4,3125.0,0.805
0,53,M,2,Doctorate,Married,$60K - $80K,Blue,40,3,11262.0,0.127
0,44,M,0,Uneducated,Married,Less than $40K,Blue,24,5,8837.0,0.238
0,46,F,3,College,Married,Less than $40K,Blue,39,3,1438.3,0.0
1,48,F,3,Graduate,Married,$40K - $60K,Blue,31,6,14899.0,0.0
0,35,M,1,High School,Married,$60K - $80K,Blue,26,4,4008.0,0.459
0,56,F,5,College,Single,Less than $40K,Blue,43,4,2763.0,0.911
0,46,M,5,Uneducated,Single,$40K - $60K,Blue,40,6,7333.0,0.119
0,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,3,2406.0,0.62
0,39,F,1,Uneducated,Single,Less than $40K,Blue,35,5,2062.0,0.631
0,38,M,2,Graduate,Married,$80K - $120K,Blue,31,4,24296.0,0.0
0,42,M,2,Uneducated,Single,$80K - $120K,Blue,37,3,19366.0,0.082
0,30,F,2,Uneducated,Married,Less than $40K,Blue,24,4,2063.0,0.0
0,39,M,2,College,Married,$60K - $80K,Blue,31,6,9871.0,0.107
1,49,F,1,Uneducated,Married,$40K - $60K,Blue,39,2,8061.0,0.312
0,50,F,1,Graduate,Single,Less than $40K,Blue,39,4,2434.0,0.551
0,42,F,3,High School,Single,Less than $40K,Blue,35,5,2563.0,0.616
0,42,M,4,Uneducated,Married,$120K +,Blue,37,3,6953.0,0.208
0,42,M,3,Graduate,Single,$60K - $80K,Blue,33,3,7328.0,0.128
0,50,M,2,Graduate,Married,$80K - $120K,Silver,42,2,34516.0,0.073
0,34,M,4,Uneducated,Single,$120K +,Blue,36,6,34516.0,0.073
0,46,F,5,High School,Single,Less than $40K,Blue,36,6,1787.0,0.741
0,57,M,2,Graduate,Single,Less than $40K,Blue,39,3,3451.0,0.0
0,44,F,3,High School,Married,Less than $40K,Blue,31,6,1438.3,0.478
1,43,M,3,Graduate,Single,$40K - $60K,Blue,35,5,6080.0,0.129
0,45,F,5,Graduate,Married,Less than $40K,Blue,39,5,2867.0,0.422
0,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,19719.0,0.066
0,59,F,1,College,Married,$40K - $60K,Blue,49,2,3481.0,0.173
0,40,M,4,Graduate,Married,$60K - $80K,Blue,35,5,9974.0,0.219
0,38,F,1,Graduate,Single,Less than $40K,Blue,22,3,2484.0,0.865
0,44,M,3,Graduate,Married,$120K +,Blue,31,2,3977.0,0.333
0,44,F,3,High School,Married,Less than $40K,Blue,34,5,4135.0,0.388
0,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,7984.0,0.188
0,36,M,4,Doctorate,Married,$60K - $80K,Blue,17,5,2803.0,0.659
0,55,F,1,High School,Married,Less than $40K,Blue,36,5,2747.0,0.0
0,38,F,2,High School,Single,$40K - $60K,Blue,25,6,1438.3,0.0
0,43,F,4,Graduate,Married,Less than $40K,Blue,29,6,3767.0,0.259
0,44,F,4,Graduate,Single,$40K - $60K,Blue,38,3,3897.0,0.589
0,46,F,2,Graduate,Married,Less than $40K,Blue,40,6,1438.3,0.355
1,44,M,3,Graduate,Married,$40K - $60K,Blue,33,2,7266.0,0.125
0,52,M,2,Graduate,Married,$60K - $80K,Blue,47,5,3085.0,0.619
0,44,F,2,College,Single,Less than $40K,Blue,34,3,2429.0,0.695
0,59,M,0,High School,Single,$40K - $60K,Silver,52,1,15223.0,0.114
0,44,M,1,Graduate,Married,$80K - $120K,Gold,29,2,34516.0,0.027
0,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2527.0,0.872
1,52,M,0,High School,Single,$60K - $80K,Blue,39,4,3764.0,0.0
0,33,M,3,High School,Married,$80K - $120K,Blue,22,5,9094.0,0.0
0,37,M,3,Graduate,Married,$80K - $120K,Blue,18,5,1663.0,0.0
0,51,M,2,Graduate,Married,$60K - $80K,Blue,40,3,3750.0,0.48
0,26,M,0,Graduate,Single,Less than $40K,Blue,21,4,1585.0,0.968
0,47,M,3,Graduate,Single,$120K +,Blue,36,6,34516.0,0.027
0,62,M,1,High School,Married,$40K - $60K,Blue,43,5,4450.0,0.324
1,61,M,0,Graduate,Single,$40K - $60K,Blue,56,2,3984.0,0.564
0,52,M,3,College,Married,$80K - $120K,Blue,39,3,18352.0,0.082
0,58,F,3,High School,Married,Less than $40K,Blue,47,6,2609.0,0.935
1,27,M,0,High School,Divorced,$60K - $80K,Blue,36,2,13303.0,0.189
0,49,M,3,Graduate,Single,$80K - $120K,Blue,36,2,4557.0,0.216
0,56,M,1,Graduate,Married,$120K +,Blue,48,6,2585.0,0.467
1,46,F,5,Doctorate,Single,Less than $40K,Blue,37,3,1787.0,0.0
0,46,M,4,Graduate,Married,$120K +,Silver,36,4,34516.0,0.04
1,56,M,1,College,Married,$60K - $80K,Blue,44,5,1704.0,0.0
0,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3961.0,0.437
0,62,M,0,Uneducated,Single,$40K - $60K,Blue,50,3,7348.0,0.2
0,49,M,1,Graduate,Married,$60K - $80K,Blue,37,5,4854.0,0.25
0,34,M,2,High School,Married,$60K - $80K,Blue,28,3,2853.0,0.848
0,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6,1826.0,0.484
1,31,F,1,Graduate,Single,Less than $40K,Blue,13,1,4829.0,0.0
0,48,M,3,High School,Single,$60K - $80K,Blue,36,4,11432.0,0.22
0,48,M,4,High School,Married,$80K - $120K,Blue,36,5,6798.0,0.37
0,51,M,1,Uneducated,Married,$80K - $120K,Blue,42,6,25197.0,0.1
0,52,M,2,High School,Single,$120K +,Blue,46,4,34516.0,0.0
0,46,M,2,Uneducated,Single,$60K - $80K,Blue,35,1,5131.0,0.289
0,57,F,1,High School,Married,Less than $40K,Blue,50,3,1609.0,0.0
0,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,4262.0,0.591
1,42,F,4,College,Married,$40K - $60K,Blue,37,3,4139.0,0.0
0,38,M,2,Graduate,Married,$80K - $120K,Blue,24,5,3242.0,0.64
0,41,M,5,Graduate,Single,$120K +,Blue,29,5,5207.0,0.336
0,46,F,2,Graduate,Single,Less than $40K,Blue,36,6,2586.0,0.849
0,43,M,2,Graduate,Single,$80K - $120K,Blue,36,4,13430.0,0.175
0,51,F,1,Graduate,Married,$40K - $60K,Blue,45,5,6778.0,0.128
0,41,M,4,High School,Single,$120K +,Blue,28,5,34516.0,0.0
0,38,M,2,College,Married,$80K - $120K,Blue,36,3,6452.0,0.178
0,39,M,2,Graduate,Married,$80K - $120K,Blue,27,4,9959.0,0.148
0,41,F,1,High School,Single,Less than $40K,Blue,33,4,8054.0,0.127
0,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,2939.0,0.68
0,64,F,0,Graduate,Married,Less than $40K,Blue,51,6,4920.0,0.232
0,41,M,2,High School,Married,$40K - $60K,Blue,32,3,12804.0,0.197
0,51,M,2,Graduate,Married,$60K - $80K,Silver,36,3,26142.0,0.0
1,39,M,5,Graduate,Single,$60K - $80K,Blue,36,1,24657.0,0.026
0,38,F,1,Graduate,Married,$40K - $60K,Blue,20,5,5153.0,0.488
0,40,M,5,Graduate,Single,$60K - $80K,Blue,27,6,2742.0,0.516
0,55,F,2,Graduate,Divorced,Less than $40K,Blue,49,5,3949.0,0.513
0,50,M,3,High School,Single,$80K - $120K,Silver,41,2,34516.0,0.0
0,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,3,2552.0,0.736
0,32,M,1,College,Divorced,$80K - $120K,Blue,36,5,34516.0,0.0
0,57,M,3,Uneducated,Married,$80K - $120K,Blue,38,5,2472.0,0.994
0,43,M,3,Graduate,Single,$60K - $80K,Platinum,35,4,34516.0,0.051
0,39,M,2,Graduate,Married,$40K - $60K,Blue,31,5,8687.0,0.132
0,32,F,0,High School,Married,Less than $40K,Blue,26,6,2778.0,0.832
1,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,5655.0,0.204
0,58,M,1,College,Single,$80K - $120K,Blue,45,5,1854.0,0.798
0,42,M,2,Graduate,Married,$60K - $80K,Blue,35,6,2131.0,0.604
1,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,1915.0,0.755
1,56,F,1,College,Single,Less than $40K,Blue,43,3,2846.0,0.0
1,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,1,4503.0,0.0
1,42,F,3,High School,Married,$40K - $60K,Blue,36,1,4527.0,0.0
0,43,F,4,Graduate,Married,Less than $40K,Blue,34,2,1620.0,0.0
0,48,F,3,High School,Divorced,Less than $40K,Blue,36,1,2185.0,0.684
0,45,F,3,High School,Single,$40K - $60K,Blue,36,2,2853.0,0.882
0,50,M,0,Uneducated,Divorced,$60K - $80K,Blue,39,6,9474.0,0.108
0,43,M,1,High School,Married,$40K - $60K,Blue,25,6,1616.0,0.0
0,50,M,3,Graduate,Married,$120K +,Blue,42,4,34516.0,0.061
0,46,M,3,College,Married,$40K - $60K,Blue,34,5,1611.0,0.0
1,65,F,2,Graduate,Single,Less than $40K,Blue,56,3,6812.0,0.283
0,53,M,2,High School,Single,$120K +,Blue,36,2,21079.0,0.068
0,46,M,3,Graduate,Divorced,$80K - $120K,Blue,40,6,3673.0,0.624
0,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2573.0,0.637
1,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,2029.0,0.306
0,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,2363.0,0.633
1,61,M,0,Post-Graduate,Single,$60K - $80K,Blue,43,5,12218.0,0.0
0,50,M,2,Doctorate,Married,$80K - $120K,Blue,38,6,25300.0,0.053
0,40,F,3,College,Single,Less than $40K,Silver,36,2,10729.0,0.0
0,47,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2926.0,0.0
0,47,M,4,High School,Married,$80K - $120K,Blue,36,3,8217.0,0.0
0,31,F,0,College,Married,Less than $40K,Blue,21,5,1677.0,0.0
0,43,F,4,Graduate,Married,Less than $40K,Blue,38,4,2655.0,0.621
1,60,F,0,High School,Single,$40K - $60K,Blue,55,1,10882.0,0.231
0,40,M,2,Graduate,Married,$80K - $120K,Blue,36,6,3340.0,0.384
0,58,F,3,Graduate,Single,Less than $40K,Blue,53,1,2669.0,0.767
0,48,M,3,Graduate,Married,$40K - $60K,Blue,33,3,6223.0,0.342
0,38,F,2,Graduate,Married,Less than $40K,Blue,31,6,3222.0,0.0
0,33,M,2,Graduate,Married,$40K - $60K,Blue,20,4,5657.0,0.317
0,39,M,1,College,Single,$80K - $120K,Blue,36,3,34516.0,0.037
0,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,40,5,2634.0,0.624
0,53,M,2,College,Married,$80K - $120K,Blue,45,4,21953.0,0.06
0,46,F,5,College,Divorced,$40K - $60K,Blue,38,6,3276.0,0.585
0,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,4970.0,0.32
0,46,M,1,Graduate,Single,$80K - $120K,Blue,41,4,8916.0,0.0
0,44,M,3,Post-Graduate,Married,$120K +,Blue,35,3,27391.0,0.021
0,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2275.0,0.94
0,48,M,2,Graduate,Divorced,$80K - $120K,Blue,29,6,24446.0,0.076
0,52,F,1,Uneducated,Single,Less than $40K,Blue,45,5,1633.0,0.0
0,53,F,3,Uneducated,Married,Less than $40K,Blue,36,4,4224.0,0.572
0,48,M,3,Graduate,Single,$60K - $80K,Blue,36,2,15618.0,0.0
0,48,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,6243.0,0.213
0,65,M,0,Graduate,Married,Less than $40K,Blue,56,6,2541.0,0.636
0,58,M,3,Graduate,Married,$80K - $120K,Blue,54,4,18713.0,0.055
1,46,M,3,Graduate,Married,$60K - $80K,Blue,36,2,4267.0,0.0
0,28,M,1,Uneducated,Single,$60K - $80K,Blue,18,6,16604.0,0.103
0,36,F,2,Graduate,Married,Less than $40K,Blue,26,3,1438.3,0.0
0,53,F,2,High School,Single,$40K - $60K,Blue,47,5,1536.0,0.474
0,56,M,3,High School,Married,$80K - $120K,Blue,45,5,4531.0,0.0
0,47,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,1438.3,0.418
1,43,F,5,Graduate,Married,Less than $40K,Blue,39,2,3981.0,0.0
0,40,F,1,High School,Married,Less than $40K,Blue,36,6,4712.0,0.0
0,47,M,2,Uneducated,Single,$120K +,Blue,29,2,28852.0,0.068
0,50,M,3,Graduate,Married,$120K +,Blue,38,5,34516.0,0.048
0,52,F,0,College,Married,$40K - $60K,Blue,45,4,4597.0,0.414
0,50,F,1,Graduate,Single,Less than $40K,Blue,37,4,3277.0,0.757
0,39,M,3,High School,Married,$120K +,Blue,36,6,3281.0,0.513
0,47,M,4,College,Divorced,$40K - $60K,Blue,36,5,5570.0,0.334
0,36,M,3,Graduate,Married,$60K - $80K,Blue,27,4,12397.0,0.081
0,47,M,3,College,Married,$60K - $80K,Blue,36,5,4284.0,0.444
1,45,M,4,High School,Divorced,Less than $40K,Blue,34,4,3489.0,0.721
1,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,2384.0,0.805
0,43,F,2,Graduate,Married,$40K - $60K,Blue,36,2,4287.0,0.0
0,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,3178.0,0.352
0,51,F,3,High School,Married,Less than $40K,Blue,39,2,3803.0,0.641
0,53,M,2,Uneducated,Single,$60K - $80K,Blue,38,3,7062.0,0.178
1,39,F,3,High School,Single,Less than $40K,Blue,36,6,3651.0,0.0
0,33,F,4,College,Married,$40K - $60K,Blue,26,1,2874.0,0.876
1,41,M,3,Doctorate,Single,$120K +,Blue,28,4,6314.0,0.0
0,54,M,2,Post-Graduate,Single,$120K +,Blue,45,3,5597.0,0.0
0,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,33,3,6278.0,0.074
1,38,F,3,Graduate,Single,$40K - $60K,Blue,26,3,2669.0,0.0
0,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,17391.0,0.06
0,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,3188.0,0.628
1,36,M,3,Graduate,Married,$80K - $120K,Blue,21,5,5015.0,0.391
0,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,9959.0,0.115
0,41,M,2,High School,Married,$120K +,Blue,36,4,10816.0,0.081
0,37,F,2,College,Single,$40K - $60K,Blue,26,3,1438.3,0.517
0,40,M,3,Graduate,Married,$60K - $80K,Blue,29,6,10529.0,0.0
0,50,F,1,Graduate,Single,$40K - $60K,Silver,31,2,18386.0,0.0
0,37,M,3,Uneducated,Single,$80K - $120K,Blue,26,4,23622.0,0.049
0,42,M,4,Graduate,Single,$60K - $80K,Blue,36,5,2727.0,0.306
1,57,M,3,Graduate,Single,$120K +,Blue,52,6,34516.0,0.029
1,39,M,1,College,Divorced,$80K - $120K,Blue,28,1,12464.0,0.0
1,43,F,4,Uneducated,Married,Less than $40K,Blue,36,5,3492.0,0.721
0,42,M,4,Graduate,Married,$60K - $80K,Blue,36,4,3591.0,0.487
1,54,F,1,Graduate,Single,Less than $40K,Blue,45,3,1438.3,0.0
0,40,F,4,Uneducated,Married,Less than $40K,Blue,27,5,4788.0,0.227
1,49,F,3,Graduate,Married,Less than $40K,Blue,38,6,2185.0,0.0
0,51,F,2,High School,Married,Less than $40K,Blue,37,3,2258.0,0.554
0,44,F,3,Uneducated,Married,Less than $40K,Blue,36,2,6680.0,0.275
1,56,F,2,High School,Single,Less than $40K,Blue,42,5,2423.0,0.111
0,35,M,1,College,Single,$60K - $80K,Blue,26,3,23447.0,0.065
0,44,M,4,High School,Single,$60K - $80K,Blue,36,1,2946.0,0.252
0,48,F,3,Post-Graduate,Married,$40K - $60K,Blue,37,4,6725.0,0.073
0,37,M,3,Doctorate,Single,$80K - $120K,Blue,36,5,12830.0,0.0
1,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,1838.0,0.0
0,49,F,4,High School,Married,Less than $40K,Blue,44,4,1656.0,0.561
0,45,F,3,Graduate,Married,Less than $40K,Blue,40,2,4010.0,0.628
0,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,11882.0,0.124
0,48,M,2,Doctorate,Single,$60K - $80K,Blue,39,3,10033.0,0.0
0,41,F,4,Graduate,Married,$40K - $60K,Blue,33,6,6230.0,0.188
0,35,F,4,Graduate,Single,Less than $40K,Blue,29,6,2118.0,0.561
0,64,F,1,Graduate,Single,Less than $40K,Blue,56,4,6723.0,0.144
0,42,M,3,Uneducated,Married,$120K +,Blue,28,2,19192.0,0.079
1,40,F,3,Graduate,Single,Less than $40K,Blue,30,4,3319.0,0.0
0,34,M,3,High School,Single,$80K - $120K,Silver,21,6,34516.0,0.073
0,49,F,2,College,Married,Less than $40K,Blue,35,3,3283.0,0.565
0,59,M,0,College,Married,Less than $40K,Blue,49,3,4250.0,0.258
0,47,F,3,Graduate,Married,$40K - $60K,Silver,29,1,15472.0,0.056
0,41,F,3,Graduate,Single,Less than $40K,Silver,30,2,11463.0,0.0
0,56,F,2,Graduate,Single,Less than $40K,Blue,36,4,5816.0,0.123
1,52,M,5,Uneducated,Married,$80K - $120K,Blue,44,2,9959.0,0.02
0,51,F,4,High School,Single,Less than $40K,Blue,33,2,3068.0,0.675
0,47,M,3,High School,Married,$60K - $80K,Blue,35,5,17343.0,0.074
0,47,F,2,High School,Married,Less than $40K,Blue,37,6,2946.0,0.794
0,45,M,4,Graduate,Married,$60K - $80K,Blue,34,6,2731.0,0.684
0,58,F,2,High School,Single,$40K - $60K,Blue,36,3,7372.0,0.164
0,55,F,1,Uneducated,Divorced,$40K - $60K,Blue,47,3,2697.0,0.691
0,42,F,3,Graduate,Married,$40K - $60K,Blue,36,3,3433.0,0.544
1,51,F,4,Post-Graduate,Married,$40K - $60K,Silver,43,1,3735.0,0.0
0,50,F,3,High School,Married,Less than $40K,Blue,32,6,2590.0,0.806
1,51,M,2,Uneducated,Single,$120K +,Blue,39,3,16868.0,0.0
0,40,M,4,Uneducated,Single,$120K +,Blue,36,4,5773.0,0.351
0,55,F,2,Graduate,Married,Less than $40K,Blue,46,5,1438.3,0.0
0,34,M,3,Uneducated,Married,$60K - $80K,Blue,24,3,8167.0,0.213
0,52,M,2,High School,Single,$40K - $60K,Blue,36,3,1470.0,0.0
1,40,M,3,High School,Single,$80K - $120K,Blue,29,2,18563.0,0.0
1,43,F,4,Graduate,Single,Less than $40K,Blue,32,4,3015.0,0.0
0,53,M,3,Graduate,Single,$120K +,Blue,45,4,3378.0,0.548
0,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,3022.0,0.538
0,46,M,2,Doctorate,Married,$120K +,Blue,34,6,3499.0,0.503
1,45,M,2,Graduate,Married,$80K - $120K,Blue,36,4,24844.0,0.051
0,48,F,3,Post-Graduate,Married,Less than $40K,Silver,40,6,13991.0,0.113
0,46,M,2,Graduate,Married,$60K - $80K,Blue,40,4,7949.0,0.19
0,50,F,0,High School,Single,Less than $40K,Blue,43,6,2670.0,0.728
0,30,F,1,High School,Single,Less than $40K,Blue,23,3,3955.0,0.595
0,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,5076.0,0.241
0,44,M,2,Graduate,Divorced,$120K +,Blue,36,5,24016.0,0.0
0,49,M,3,Graduate,Single,$40K - $60K,Gold,36,2,23981.0,0.059
0,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,2295.0,0.0
0,55,F,1,Graduate,Married,$40K - $60K,Blue,46,5,4589.0,0.353
0,46,F,4,High School,Married,Less than $40K,Blue,33,1,1896.0,0.917
0,51,M,1,Graduate,Married,$40K - $60K,Silver,36,6,17905.0,0.055
0,56,M,3,Graduate,Single,$60K - $80K,Blue,46,1,1891.0,0.6
0,49,F,2,College,Married,Less than $40K,Blue,40,1,2096.0,0.609
0,49,M,3,High School,Single,$60K - $80K,Blue,40,3,8190.0,0.21
1,63,M,0,High School,Single,$60K - $80K,Blue,48,5,1856.0,0.0
0,45,F,3,High School,Married,Less than $40K,Blue,37,4,2104.0,0.602
0,33,F,3,Graduate,Married,Less than $40K,Blue,25,3,2307.0,0.6
0,41,M,2,Graduate,Married,$80K - $120K,Blue,36,6,9133.0,0.234
0,60,F,1,Graduate,Single,$40K - $60K,Blue,42,3,3334.0,0.345
0,51,M,1,College,Married,$80K - $120K,Silver,38,2,34516.0,0.0
0,40,F,5,College,Married,Less than $40K,Blue,35,3,2448.0,0.692
0,49,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3414.0,0.431
1,39,F,1,Graduate,Married,Less than $40K,Blue,36,1,1462.0,0.0
1,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3316.0,0.0
1,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,20798.0,0.051
0,53,F,1,Graduate,Married,Less than $40K,Blue,32,4,7832.0,0.228
0,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,2421.0,0.955
